DATETIME;MXCO;JUNG;NEWK;OULU;SOPO
                       MXCO    JUNG    NEWK    OULU    SOPO
2025-03-03 20:20:00;213.770;168.205; 86.876; 95.516;256.562
2025-03-03 20:25:00;213.477;168.475; 86.398; 96.155;257.052
2025-03-03 20:30:00;211.870;169.783; 86.074; 96.087;255.374
2025-03-03 20:35:00;212.737;166.695; 86.440; 95.826;257.378
2025-03-03 20:40:00;213.100;168.103; 85.370; 95.160;256.508
2025-03-03 20:45:00;213.623;169.159; 85.852; 95.625;257.424
2025-03-03 20:50:00;211.523;169.380; 86.220; 94.230;256.392
2025-03-03 20:55:00;213.383;169.419; 86.442; 95.108;256.514
2025-03-03 21:00:00;214.420;170.045; 85.734; 95.272;256.752
2025-03-03 21:05:00;215.277;169.306; 87.052; 94.395;256.010
2025-03-03 21:10:00;214.333;169.778; 86.522; 95.605;256.682
2025-03-03 21:15:00;217.050;169.958; 85.858; 96.893;255.718
2025-03-03 21:20:00;213.350;169.902; 86.116; 94.955;256.634
2025-03-03 21:25:00;213.047;170.022; 84.040; 95.113;255.832
2025-03-03 21:30:00;215.620;170.478; 87.872; 95.389;255.084
2025-03-03 21:35:00;214.750;170.935; 86.756; 96.172;256.200
2025-03-03 21:40:00;215.837;169.338; 85.612; 93.694;257.178
2025-03-03 21:45:00;213.147;169.132; 85.976; 95.502;256.538
2025-03-03 21:50:00;215.967;168.440; 85.782; 95.018;256.256
2025-03-03 21:55:00;213.413;170.082; 85.296; 96.585;256.268
2025-03-03 22:00:00;215.430;168.625; 86.508; 96.793;255.786
2025-03-03 22:05:00;212.440;169.727; 86.752; 95.341;253.580
2025-03-03 22:10:00;214.033;169.149; 85.448; 93.875;256.374
2025-03-03 22:15:00;214.687;169.827; 87.914; 95.871;257.206
2025-03-03 22:20:00;212.653;168.612; 85.702; 95.900;256.390
2025-03-03 22:25:00;215.523;169.702; 85.994; 95.453;254.164
2025-03-03 22:30:00;216.663;169.147; 87.936; 95.270;255.620
2025-03-03 22:35:00;214.840;168.759; 86.592; 95.892;255.488
2025-03-03 22:40:00;215.190;168.819; 86.760; 94.318;254.320
2025-03-03 22:45:00;213.943;169.111; 86.120; 96.144;256.744
2025-03-03 22:50:00;213.527;167.851; 87.194; 94.777;256.948
2025-03-03 22:55:00;214.503;169.620; 86.996; 95.365;256.286
2025-03-03 23:00:00;213.117;171.404; 86.358; 97.075;256.964
2025-03-03 23:05:00;215.987;170.437; 86.002; 96.316;255.728
2025-03-03 23:10:00;215.260;170.666; 86.582; 96.311;257.274
2025-03-03 23:15:00;213.427;169.344; 87.678; 95.000;253.978
2025-03-03 23:20:00;213.553;170.270; 86.434; 95.960;258.680
2025-03-03 23:25:00;213.273;169.276; 87.246; 95.957;255.206
2025-03-03 23:30:00;214.353;169.787; 88.024; 95.084;254.702
2025-03-03 23:35:00;214.820;170.611; 86.436; 96.215;256.442
2025-03-03 23:40:00;213.293;167.887; 86.754; 96.233;256.632
2025-03-03 23:45:00;214.380;171.841; 87.178; 96.705;255.828
2025-03-03 23:50:00;214.700;170.575; 86.660; 95.222;258.038
2025-03-03 23:55:00;210.763;168.542; 84.788; 96.269;255.768
2025-03-04 00:00:00;214.393;171.462; 87.846; 95.369;255.760
2025-03-04 00:05:00;212.770;167.858; 86.226; 95.859;254.950
2025-03-04 00:10:00;214.810;169.639; 87.458; 96.125;257.528
2025-03-04 00:15:00;214.743;168.590; 86.590; 94.572;258.840
2025-03-04 00:20:00;213.157;170.908; 85.356; 96.119;257.548
2025-03-04 00:25:00;214.197;168.997; 85.562; 96.179;255.592
2025-03-04 00:30:00;214.867;169.326; 85.466; 96.929;259.012
2025-03-04 00:35:00;212.950;171.675; 88.252; 97.165;256.666
2025-03-04 00:40:00;214.327;168.025; 86.734; 95.818;256.454
2025-03-04 00:45:00;214.497;169.362; 85.404; 94.953;258.508
2025-03-04 00:50:00;215.707;170.826; 86.576; 96.437;256.572
2025-03-04 00:55:00;214.817;169.622; 87.066; 95.255;255.898
2025-03-04 01:00:00;214.947;170.224; 85.212; 96.654;255.302
2025-03-04 01:05:00;214.707;167.430; 85.602; 95.608;257.616
2025-03-04 01:10:00;214.420;169.260; 87.316; 96.356;258.262
2025-03-04 01:15:00;215.930;169.163; 86.684; 95.941;256.574
2025-03-04 01:20:00;212.453;168.165; 87.852; 95.532;261.112
2025-03-04 01:25:00;214.923;171.634; 87.096; 95.327;259.074
2025-03-04 01:30:00;216.093;171.250; 85.326; 95.562;256.414
2025-03-04 01:35:00;213.543;169.273; 87.118; 95.878;257.884
2025-03-04 01:40:00;213.197;169.820; 86.552; 95.718;257.810
2025-03-04 01:45:00;214.130;169.409; 86.206; 96.292;260.078
2025-03-04 01:50:00;213.520;169.702; 87.882; 94.680;258.082
2025-03-04 01:55:00;215.310;170.106; 87.006; 94.500;256.704
2025-03-04 02:00:00;214.983;169.342; 87.138; 97.022;254.868
2025-03-04 02:05:00;215.123;169.939; 87.956; 95.284;256.972
2025-03-04 02:10:00;213.363;170.558; 88.128; 95.431;257.902
2025-03-04 02:15:00;217.237;169.774; 85.838; 94.914;256.444
2025-03-04 02:20:00;212.480;169.935; 84.724; 95.274;257.604
2025-03-04 02:25:00;215.317;170.539; 86.530; 96.117;255.606
2025-03-04 02:30:00;215.063;170.189; 86.212; 94.648;256.006
2025-03-04 02:35:00;212.477;167.877; 87.886; 95.789;258.864
2025-03-04 02:40:00;215.537;170.980; 86.560; 95.252;256.084
2025-03-04 02:45:00;213.393;169.555; 86.930; 95.495;258.550
2025-03-04 02:50:00;215.187;171.476; 86.584; 95.976;256.450
2025-03-04 02:55:00;215.017;170.443; 86.996; 95.494;257.524
2025-03-04 03:00:00;216.637;170.219; 86.110; 96.238;257.514
2025-03-04 03:05:00;213.257;168.906; 86.658; 96.764;258.326
2025-03-04 03:10:00;217.753;171.285; 87.180; 95.801;258.122
2025-03-04 03:15:00;214.767;167.697; 87.030; 96.158;258.992
2025-03-04 03:20:00;216.590;169.571; 87.898; 96.586;259.022
2025-03-04 03:25:00;215.007;168.360; 86.886; 95.656;257.700
2025-03-04 03:30:00;216.270;169.318; 86.492; 96.546;259.534
2025-03-04 03:35:00;214.437;170.287; 86.508; 95.512;259.228
2025-03-04 03:40:00;214.310;168.789; 86.754; 95.333;258.100
2025-03-04 03:45:00;211.983;168.885; 85.244; 96.095;258.672
2025-03-04 03:50:00;213.916;170.905; 88.356; 96.369;259.650
2025-03-04 03:55:00;216.513;169.872; 87.776; 95.089;258.400
2025-03-04 04:00:00;214.080;168.064; 84.792; 96.674;259.054
2025-03-04 04:05:00;211.020;169.311; 86.622; 95.127;256.326
2025-03-04 04:10:00;215.690;171.047; 86.342; 96.898;257.662
2025-03-04 04:15:00;213.820;171.940; 86.678; 96.486;258.436
2025-03-04 04:20:00;215.713;171.263; 85.210; 95.710;256.686
2025-03-04 04:25:00;214.926;171.423; 87.254; 95.441;258.426
2025-03-04 04:30:00;215.510;168.261; 87.116; 95.940;260.132
2025-03-04 04:35:00;213.783;170.477; 87.054; 94.438;259.504
2025-03-04 04:40:00;215.437;170.369; 85.470; 96.805;256.838
2025-03-04 04:45:00;214.570;168.712; 85.496; 96.298;260.916
2025-03-04 04:50:00;212.587;169.780; 86.872; 95.821;258.148
2025-03-04 04:55:00;215.277;170.179; 86.756; 97.164;259.270
2025-03-04 05:00:00;212.844;171.047; 87.202; 95.220;257.948
2025-03-04 05:05:00;215.420;170.280; 87.730; 95.879;258.980
2025-03-04 05:10:00;212.080;170.387; 88.672; 94.574;259.024
2025-03-04 05:15:00;215.223;169.402; 87.272; 97.380;257.274
2025-03-04 05:20:00;215.497;170.959; 86.934; 95.125;257.704
2025-03-04 05:25:00;216.190;171.501; 87.562; 95.785;257.880
2025-03-04 05:30:00;215.340;169.538; 86.548; 96.507;258.054
2025-03-04 05:35:00;213.223;169.944; 88.590; 96.130;261.426
2025-03-04 05:40:00;216.097;170.428; 85.496; 96.612;259.060
2025-03-04 05:45:00;213.353;170.104; 85.386; 97.217;259.604
2025-03-04 05:50:00;212.194;171.117; 86.836; 97.357;258.384
2025-03-04 05:55:00;213.740;170.670; 85.762; 95.715;257.708
2025-03-04 06:00:00;213.856;169.717; 87.192; 97.424;257.610
2025-03-04 06:05:00;214.170;169.769; 86.598; 96.004;259.684
2025-03-04 06:10:00;215.170;171.423; 86.786; 95.399;258.364
2025-03-04 06:15:00;212.367;170.905; 87.488; 96.025;258.880
2025-03-04 06:20:00;215.263;170.331; 87.042; 94.244;257.708
2025-03-04 06:25:00;212.837;168.576; 87.438; 96.003;256.996
2025-03-04 06:30:00;213.807;169.485; 84.446; 96.760;257.864
2025-03-04 06:35:00;215.557;171.278; 85.966; 95.832;256.818
2025-03-04 06:40:00;215.573;173.111; 87.084; 96.210;259.224
2025-03-04 06:45:00;215.313;170.619; 86.038; 97.013;257.608
2025-03-04 06:50:00;214.360;170.529; 84.782; 95.616;255.728
2025-03-04 06:55:00;214.007;172.725; 87.324; 95.931;259.724
2025-03-04 07:00:00;214.823;171.092; 85.482; 95.910;261.102
2025-03-04 07:05:00;213.377;171.549; 86.918; 95.557;255.300
2025-03-04 07:10:00;214.090;168.927; 85.532; 95.657;258.716
2025-03-04 07:15:00;214.853;170.795; 85.266; 96.648;259.574
2025-03-04 07:20:00;212.663;169.488; 86.702; 96.132;258.176
2025-03-04 07:25:00;214.090;169.463; 86.540; 95.649;260.942
2025-03-04 07:30:00;213.700;169.094; 85.902; 95.253;258.908
2025-03-04 07:35:00;216.217;168.815; 86.506; 96.760;259.260
2025-03-04 07:40:00;214.113;170.009; 86.064; 95.796;256.474
2025-03-04 07:45:00;213.187;171.255; 87.320; 95.309;257.422
2025-03-04 07:50:00;213.637;171.011; 85.238; 95.000;256.330
2025-03-04 07:55:00;217.393;171.174; 85.646; 95.982;257.910
2025-03-04 08:00:00;214.613;169.574; 87.600; 96.818;256.356
2025-03-04 08:05:00;211.000;170.686; 86.810; 95.586;257.278
2025-03-04 08:10:00;214.677;170.957; 85.670; 96.127;255.804
2025-03-04 08:15:00;212.513;170.352; 85.878; 95.456;257.186
2025-03-04 08:20:00;213.730;171.159; 85.432; 95.933;257.392
2025-03-04 08:25:00;212.386;169.006; 87.048; 95.480;254.692
2025-03-04 08:30:00;212.977;169.098; 86.298; 96.242;254.930
2025-03-04 08:35:00;217.047;170.731; 86.402; 96.168;257.578
